	ClockConstructionTime	algorithm	clockSearchTime
0	1164.6140020000003	HNSW-M-40	21.975280599999678
1	590.9951588999998	Annoy-trees-90	68.95197640000015
2	428.6226134999997	kdtree-flann-build005	4.689121300000352
3	328.08846589999985	linear-flann-build005	1217.7229760999999
4	375.8630692000006	kmeans-flann-build005	15.210356900000079
