algorithm,constructionTime,Memory,numTreesParam
Annoy-trees-5,41.11444404100001,0.5599999999999996,5
Annoy-trees-10,55.37431717499999,0.6699999999999999,10
Annoy-trees-20,85.42741503599999,0.8799999999999999,20
Annoy-trees-40,146.929449816,1.1399999999999997,40
Annoy-trees-50,175.88382949900006,1.13,50
Annoy-trees-60,203.99188272799995,1.4800000000000004,60
Annoy-trees-70,234.95244244599996,1.4700000000000006,70
